confidence,zone,kind,file,line,date,author,shop_vendor,restricted_term,matched,repeats,title
"REVIEW","body","TESTIMONIAL","content/interviews/creatives/the-society-jeweller-with-a-stylish-loungewear-wardrobe/the-society-jeweller-with-a-stylish-loungewear-wardrobe.mdx","122","2020-04-15","Zoe Briggs","","collagen","I love","0","The Society Jeweller with a Stylish Loungewear Wardrobe"
"REVIEW","body","TESTIMONIAL","content/interviews/creatives/violette-makeup-artist/violette-makeup-artist.mdx","145","2018-10-04","Tess Schlink","","supplement","I love","0","Violette, Makeup Artist"
"REVIEW","body","TESTIMONIAL","content/interviews/creatives/who-jocelyn-petroni-beauty-therapist/who-jocelyn-petroni-beauty-therapist.mdx","103","2024-09-20","Zoe Briggs","","infrared","I take","0","Jocelyn Petroni, the A-Listers' Facialist Who is All About Love"
"REVIEW","body","TESTIMONIAL","content/interviews/creatives/who-jodhi-meares/who-jodhi-meares.mdx","38","2014-04-17","Madeleine Boyd","","Sunscreen","I use","0","Jodhi Meares, the Upside"
"REVIEW","body","TESTIMONIAL","content/interviews/creatives/who-jodhi-meares/who-jodhi-meares.mdx","52","2014-04-17","Madeleine Boyd","","vitamin c","I take","0","Jodhi Meares, the Upside"
"REVIEW","body","TESTIMONIAL","content/interviews/creatives/who-natalie-imbruglia/who-natalie-imbruglia.mdx","62","2014-12-11","Sigourney Cantelo","","vitamin C","I love","0","Natalie Imbruglia, Musician"
"REVIEW","body","TESTIMONIAL","content/interviews/creatives/who-sarah-jagger-make-up-artist/who-sarah-jagger-make-up-artist.mdx","134","2014-05-01","Sigourney Cantelo","","capsule","I take","0","Sarah Jagger, Makeup Artist"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/alyce-tran-the-entrepreneur-who-will-persuade-you-to-bring-colour-into-your-home/alyce-tran-the-entrepreneur-who-will-persuade-you-to-bring-colour-into-your-home.mdx","96","2022-09-21","Zoe Briggs","","SPF 50","I use","0","Alyce Tran, the Entrepreneur Who Will Persuade You to Bring Colour Into Your Home"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/anastasia-soare-on-turning-perfect-brows-into-a-global-empire/anastasia-soare-on-turning-perfect-brows-into-a-global-empire.mdx","111","2023-03-29","Zoe Briggs","","sunscreen","I use","0","Anastasia Soare on Turning Perfect Brows Into a Global Empire"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/bree-johnson-and-jessica-hatzis-entrepreneurs/bree-johnson-and-jessica-hatzis-entrepreneurs.mdx","79","2017-04-06","Rikki Hodge-Smith","","SPF 50","I add","0","Bree Johnson & Jessica Hatzis, Frank Body"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/canna-campbell-financial-adviser-and-vlogger/canna-campbell-financial-adviser-and-vlogger.mdx","56","2016-03-03","Chrisanthi Kaliviotis","","sunscreen","I love","0","Canna Campbell, SugarMammaTV"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/carla-oates-the-beauty-chef/carla-oates-the-beauty-chef.mdx","108","2017-02-08","Rikki Hodge-Smith","","supplement","my favourite","0","Carla Oates & the Beauty Chef"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/dr-kate-jameson-cosmetic-physician/dr-kate-jameson-cosmetic-physician.mdx","39","2018-08-09","Zoe Briggs","","vitamin ","My go-to","0","Dr Kate Jameson, Youth Lab"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/dr-kate-jameson-cosmetic-physician/dr-kate-jameson-cosmetic-physician.mdx","55","2018-08-09","Zoe Briggs","","zinc","I use","0","Dr Kate Jameson, Youth Lab"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/erin-fraser-a-lifelong-beauty-lover-on-adult-acne-and-the-joys-of-tom-ford/erin-fraser-a-lifelong-beauty-lover-on-adult-acne-and-the-joys-of-tom-ford.mdx","90","2021-04-27","Zoe Briggs","","Prebiotic","I use","0","Erin Fraser, a Lifelong Beauty Lover on Adult Acne and the Joys of Tom Ford"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/fanny-moizant-entrepreneur/fanny-moizant-entrepreneur.mdx","47","2018-11-29","Zoe Briggs","","Zinc","I use","0","Fanny Moizant, Vestiaire Collective"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/jacqueline-alwill-nutritionist/jacqueline-alwill-nutritionist.mdx","104","2015-01-15","Lauren Rose Burke","","probiotic","I love","0","Jacqueline Alwill, Nutritionist"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/jade-pentony-founder-of-glow-beauty-and-creme-skincare/jade-pentony-founder-of-glow-beauty-and-creme-skincare.mdx","104","2023-07-06","Sigourney Cantelo","","Vitamin C","I use","0","Jade Pentony: Founder of Glow Beauty and Crème Skincare"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/jade-pentony-founder-of-glow-beauty-and-creme-skincare/jade-pentony-founder-of-glow-beauty-and-creme-skincare.mdx","104","2023-07-06","Sigourney Cantelo","","sunscreen","I love","0","Jade Pentony: Founder of Glow Beauty and Crème Skincare"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/karen-walker-fashion-and-fragrance-designer/karen-walker-fashion-and-fragrance-designer.mdx","94","2015-08-27","Chrisanthi Kaliviotis","","sachet","I love","0","Karen Walker, Fashion & Fragrance Designer"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/karen-walker-fashion-and-fragrance-designer/karen-walker-fashion-and-fragrance-designer.mdx","94","2015-08-27","Chrisanthi Kaliviotis","","sachet","my favourite","0","Karen Walker, Fashion & Fragrance Designer"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/kirsten-carriol/kirsten-carriol.mdx","68","2014-06-12","Sigourney Cantelo","","tonic","I use","0","Kirsten Carriol,  Lanolips"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/kirsten-carriol/kirsten-carriol.mdx","80","2014-06-12","Sigourney Cantelo","","Vitamin C","I take","0","Kirsten Carriol,  Lanolips"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/lindy-klim-designer-entrepreneur/lindy-klim-designer-entrepreneur.mdx","89","2018-08-02","Zoe Briggs","","spf30","I love","0","Lindy Rama-Ellis, Designer"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/montarna-mcdonald-publicist/montarna-mcdonald-publicist.mdx","112","2018-02-22","Zoe Briggs","","probiotic","I take","0","Montarna McDonald, the Audience Agency"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/montarna-mcdonald-publicist/montarna-mcdonald-publicist.mdx","114","2018-02-22","Zoe Briggs","","probiotic","I love","0","Montarna McDonald, the Audience Agency"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/myra-perez-floral-designer/myra-perez-floral-designer.mdx","51","2018-12-20","Zoe Briggs","","SPF50","I love","0","Myra Perez, My Violet"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/nadia-rose-entrepreneur-infuencer/nadia-rose-entrepreneur-infuencer.mdx","115","2018-05-31","Zoe Briggs","","Elixir","I take","0","Nadia Rosa, Entrepreneur & Influencer"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/natalie-fitch-natalie-marie-jewellery/natalie-fitch-natalie-marie-jewellery.mdx","101","2019-04-24","Zoe Briggs","","supplement","my go-to","0","Natalie Fitch, Natalie Marie Jewellery"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/natalie-fitch-natalie-marie-jewellery/natalie-fitch-natalie-marie-jewellery.mdx","107","2019-04-24","Zoe Briggs","","supplement","I use","0","Natalie Fitch, Natalie Marie Jewellery"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/shelley-barrett-entrepreneur-3/shelley-barrett-entrepreneur-3.mdx","140","2015-10-13","Sigourney Cantelo","","SUPPLEMENT","I love","0","Shelley Barrett, ModelCo"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/steffanie-ball-the-interiors-guru-with-the-most-beautiful-neutral-home/steffanie-ball-the-interiors-guru-with-the-most-beautiful-neutral-home.mdx","140","2024-07-16","Zoe Briggs","","infrared","my favourite","0","Steffanie Ball, the Interiors Guru with the Most Beautiful Neutral Home"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/teresa-cutter-chef-and-nutritionist-1/teresa-cutter-chef-and-nutritionist-1.mdx","75","2015-11-24","Sigourney Cantelo","","spf15","I drink","0","Teresa Cutter, the Healthy Chef"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/teresa-cutter-chef-and-nutritionist-1/teresa-cutter-chef-and-nutritionist-1.mdx","108","2015-11-24","Sigourney Cantelo","","magnesium","I add","0","Teresa Cutter, the Healthy Chef"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/the-glamorous-cosmetic-injector-youll-want-to-fly-to-perth-to-see/the-glamorous-cosmetic-injector-youll-want-to-fly-to-perth-to-see.mdx","142","2020-07-01","Zoe Briggs","","supplement","I take","0","The Glamorous Cosmetic Injector You’ll Want to Fly to Perth to See"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/the-glamorous-cosmetic-injector-youll-want-to-fly-to-perth-to-see/the-glamorous-cosmetic-injector-youll-want-to-fly-to-perth-to-see.mdx","144","2020-07-01","Zoe Briggs","","supplement","I love","0","The Glamorous Cosmetic Injector You’ll Want to Fly to Perth to See"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/the-twenty-something-entrepreneur-causing-mass-supermarket-sellouts/the-twenty-something-entrepreneur-causing-mass-supermarket-sellouts.mdx","58","2020-09-02","Zoe Briggs","","Collagen","I love","0","The Twenty-Something Entrepreneur Causing Mass Supermarket Sellouts"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/valentina-ferrer-the-powerhouse-influencer-turned-wellness-entrepreneur/valentina-ferrer-the-powerhouse-influencer-turned-wellness-entrepreneur.mdx","104","2024-04-23","Zoe Briggs","","probiotic","I love","0","Valentina Ferrer, the Powerhouse Influencer Turned Wellness Entrepreneur"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/valentina-ferrer-the-powerhouse-influencer-turned-wellness-entrepreneur/valentina-ferrer-the-powerhouse-influencer-turned-wellness-entrepreneur.mdx","104","2024-04-23","Zoe Briggs","","probiotic","my favourite","0","Valentina Ferrer, the Powerhouse Influencer Turned Wellness Entrepreneur"
"REVIEW","body","TESTIMONIAL","content/interviews/founders/why-you-should-copy-jessica-sepels-sloth-sundays-in-2020-2/why-you-should-copy-jessica-sepels-sloth-sundays-in-2020-2.mdx","87","2020-01-29","Zoe Briggs","","magnesium","I love","0","Why You Should Copy Jessica Sepel's Sloth Sundays in 2020"
"REVIEW","body","TESTIMONIAL","content/interviews/models/candice-lake-photographer-blogger-model/candice-lake-photographer-blogger-model.mdx","90","2018-05-17","Zoe Briggs","","SPF 50","I rotate","0","Candice Lake, Photographer & Model"
"REVIEW","body","TESTIMONIAL","content/interviews/models/coco-rocha-model/coco-rocha-model.mdx","70","2015-10-15","Sigourney Cantelo","","sunscreen","I use","0","Coco Rocha, Model"
"REVIEW","body","TESTIMONIAL","content/interviews/models/erin-holland-model/erin-holland-model.mdx","81","2019-02-21","Zoe Briggs","","sunscreen","I love","0","Erin Holland, Model & Presenter"
"REVIEW","body","TESTIMONIAL","content/interviews/models/erin-holland-model/erin-holland-model.mdx","113","2019-02-21","Zoe Briggs","","probiotic","I take","0","Erin Holland, Model & Presenter"
"REVIEW","body","TESTIMONIAL","content/interviews/models/lara-bingle/lara-bingle.mdx","168","2014-11-20","Sigourney Cantelo","","sunscreen","I love","0","Lara Worthington, Model & Entrepreneur"
"REVIEW","body","TESTIMONIAL","content/interviews/models/lucinda-taffs-model/lucinda-taffs-model.mdx","87","2018-11-01","Zoe Briggs","","greens powder","My favorite","0","Lucinda Taffs, Model"
"REVIEW","body","TESTIMONIAL","content/interviews/models/megan-blake-irwin-the-aussie-model-living-her-best-la-life/megan-blake-irwin-the-aussie-model-living-her-best-la-life.mdx","100","2022-05-25","Zoe Briggs","","supplement","I take","0","Megan Blake Irwin, the Aussie Model Living Her Best LA Life"
"REVIEW","body","TESTIMONIAL","content/interviews/models/megan-gale-model-entrepreneur/megan-gale-model-entrepreneur.mdx","149","2019-07-10","Zoe Briggs","","supplement","I take","0","Megan Gale, Model & Entrepreneur"
"REVIEW","body","TESTIMONIAL","content/interviews/models/miranda-kerr-model/miranda-kerr-model.mdx","104","2015-10-22","Sigourney Cantelo","","Sunscreen","I use","0","Miranda Kerr, Model & Entrepreneur"
"REVIEW","body","TESTIMONIAL","content/interviews/models/ruby-rose/ruby-rose.mdx","48","2014-06-05","Sigourney Cantelo","","Supplement","I use","0","Ruby Rose, Actor & Musician"
"REVIEW","body","TESTIMONIAL","content/interviews/models/samantha-harris-model/samantha-harris-model.mdx","52","2014-06-19","Madeleine Boyd","","SPF15","I love","0","Samantha Harris, Model"
"REVIEW","body","TESTIMONIAL","content/interviews/models/tahnee-atkinson-model/tahnee-atkinson-model.mdx","105","2017-10-26","Rikki Hodge-Smith","","probiotic","I take","0","Tahnee Atkinson, Model"
"REVIEW","body","TESTIMONIAL","content/interviews/models/the-top-model-using-her-platform-to-promote-body-positivity-and-eco-awareness/the-top-model-using-her-platform-to-promote-body-positivity-and-eco-awareness.mdx","60","2020-07-08","Zoe Briggs","","sunscreen","I add","0","The Top Model Using Her Platform to Promote Body Positivity and Eco Awareness"
"REVIEW","body","TESTIMONIAL","content/interviews/models/the-top-model-using-her-platform-to-promote-body-positivity-and-eco-awareness/the-top-model-using-her-platform-to-promote-body-positivity-and-eco-awareness.mdx","64","2020-07-08","Zoe Briggs","","vitamin D","I take","0","The Top Model Using Her Platform to Promote Body Positivity and Eco Awareness"
"REVIEW","body","TESTIMONIAL","content/interviews/models/why-this-model-mum-of-two-doesnt-own-a-hair-dryer/why-this-model-mum-of-two-doesnt-own-a-hair-dryer.mdx","42","2020-03-24","Zoe Briggs","","vitamin C","I use","0","Why This Model Mum-of-Two Doesn't Own a Hair Dryer"
"REVIEW","body","TESTIMONIAL","content/interviews/models/zippora-seven-model/zippora-seven-model.mdx","69","2015-06-18","Sigourney Cantelo","","Sunscreen","I use","0","Zippora Seven, Model"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/bachelorette-brooke-blurton-on-choosing-real-life-over-picture-perfect/bachelorette-brooke-blurton-on-choosing-real-life-over-picture-perfect.mdx","143","2022-06-08","Zoe Briggs","","Probiotic","I swear by","0","Bachelorette Brooke Blurton on Choosing Real Life Over Picture Perfect"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/bianca-cheah/bianca-cheah.mdx","50","2013-12-18","Sigourney Cantelo","","Vitamin C","I use","0","Bianca Cheah, Fitness Blogger"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/bianca-cheah/bianca-cheah.mdx","72","2013-12-18","Sigourney Cantelo","","sunscreen","I love","0","Bianca Cheah, Fitness Blogger"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/how-fashionista-rozalia-russian-learned-to-be-gentler-with-herself/how-fashionista-rozalia-russian-learned-to-be-gentler-with-herself.mdx","149","2022-05-04","Zoe Briggs","","light therapy","I have been using","0","How Fashionista Rozalia Russian Learned to Be Gentler with Herself"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/how-fashionista-rozalia-russian-learned-to-be-gentler-with-herself/how-fashionista-rozalia-russian-learned-to-be-gentler-with-herself.mdx","151","2022-05-04","Zoe Briggs","","light therapy","I love","0","How Fashionista Rozalia Russian Learned to Be Gentler with Herself"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/jessica-sepel-nutritionist-health-blogger/jessica-sepel-nutritionist-health-blogger.mdx","90","2014-07-24","Madeleine Boyd","","supplement","I take","0","Jessica Sepel, Nutritionist & Health Blogger"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/kayla-itsines-fitness-entrepreneur/kayla-itsines-fitness-entrepreneur.mdx","76","2019-01-31","Zoe Briggs","","sunscreen","I swear by","0","Kayla Itsines, Fitness Entrepreneur"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/laura-enever-pro-surfer/laura-enever-pro-surfer.mdx","85","2015-02-19","Sigourney Cantelo","","vitamin C","my favourite","0","Laura Enever, Pro Surfer"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/laura-enever-the-pro-surfer-putting-mental-health-ahead-of-championships/laura-enever-the-pro-surfer-putting-mental-health-ahead-of-championships.mdx","114","2022-06-28","Zoe Briggs","","elixir","I rely on","0","Laura Enever, the Pro Surfer Putting Mental Health Ahead of Championships"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/laura-enever-the-pro-surfer-putting-mental-health-ahead-of-championships/laura-enever-the-pro-surfer-putting-mental-health-ahead-of-championships.mdx","152","2022-06-28","Zoe Briggs","","zinc","I use","0","Laura Enever, the Pro Surfer Putting Mental Health Ahead of Championships"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/lola-berry-nutritionist/lola-berry-nutritionist.mdx","50","2018-02-08","Sigourney Cantelo","","Omega 3","I use","0","Lola Berry, Nutritionist"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/lola-berry-nutritionist/lola-berry-nutritionist.mdx","50","2018-02-08","Sigourney Cantelo","","Omega 3","Every morning I","0","Lola Berry, Nutritionist"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/lola-berry-nutritionist/lola-berry-nutritionist.mdx","90","2018-02-08","Sigourney Cantelo","","fish oil","my favourite","0","Lola Berry, Nutritionist"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/margaret-zhang/margaret-zhang.mdx","48","2014-01-11","Margaret Zhang","","Vitamin ","I use","0","Margaret Zhang – Fashion Blogger, Photographer, Writer & Filmmaker"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/margaret-zhang/margaret-zhang.mdx","52","2014-01-11","Margaret Zhang","","sunscreen","I love","0","Margaret Zhang – Fashion Blogger, Photographer, Writer & Filmmaker"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/maria-thattil-miss-universe-australia-on-the-importance-of-representation-and-great-mascara/maria-thattil-miss-universe-australia-on-the-importance-of-representation-and-great-mascara.mdx","127","2021-04-13","Zoe Briggs","","SPF20","I love","0","Maria Thattil, Miss Universe Australia on the Importance of Representation and Great Mascara"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/maria-thattil-miss-universe-australia-on-the-importance-of-representation-and-great-mascara/maria-thattil-miss-universe-australia-on-the-importance-of-representation-and-great-mascara.mdx","129","2021-04-13","Zoe Briggs","","SPF20","My favourite","0","Maria Thattil, Miss Universe Australia on the Importance of Representation and Great Mascara"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/maria-thattil-miss-universe-australia-on-the-importance-of-representation-and-great-mascara/maria-thattil-miss-universe-australia-on-the-importance-of-representation-and-great-mascara.mdx","129","2021-04-13","Zoe Briggs","","SPF20","I am using","0","Maria Thattil, Miss Universe Australia on the Importance of Representation and Great Mascara"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/rojin-torabi-the-lawyer-and-beauty-skinfluencer/rojin-torabi-the-lawyer-and-beauty-skinfluencer.mdx","130","2023-10-09","Zoe Briggs","","Collagen","my favourite","0","Rojin Torabi, the Lawyer and Beauty Skinfluencer."
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/stella-kim/stella-kim.mdx","99","2019-11-20","Kristina Zhou","","sunscreen","I swear by","0","Stella Kim: Why I Left the KPOP World to Become a Marketing Professional"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/stella-kim/stella-kim.mdx","99","2019-11-20","Kristina Zhou","","sunscreen","I use","0","Stella Kim: Why I Left the KPOP World to Become a Marketing Professional"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/zanita-whittington-fashion-blogger/zanita-whittington-fashion-blogger.mdx","128","2015-10-08","Chrisanthi Kaliviotis","","Magnesium","I drink","0","Zanita Whittington, Zanita Studio"
"REVIEW","body","TESTIMONIAL","content/interviews/tastemakers/zanita-whittington-fashion-blogger/zanita-whittington-fashion-blogger.mdx","130","2015-10-08","Chrisanthi Kaliviotis","","Magnesium","my go-to","0","Zanita Whittington, Zanita Studio"
"REVIEW","body","TESTIMONIAL","content/sigourneys-edit/edit/do-regular-skin-treatments-really-make-a-difference/do-regular-skin-treatments-really-make-a-difference.mdx","54","2022-04-06","Sigourney Cantelo","","sunscreen","I love","0","Do Regular Skin Treatments Really Make a Difference?"
"REVIEW","body","TESTIMONIAL","content/sigourneys-edit/edit/how-to-get-a-byron-bay-glow/how-to-get-a-byron-bay-glow.mdx","94","2014-04-16","Sigourney Cantelo","","SPF 30","I love","0","Sigourney's Edit – Byron Bay"
"REVIEW","body","TESTIMONIAL","content/sigourneys-edit/edit/how-to-get-a-byron-bay-glow/how-to-get-a-byron-bay-glow.mdx","94","2014-04-16","Sigourney Cantelo","","SPF 30","my favourite","0","Sigourney's Edit – Byron Bay"
"REVIEW","body","TESTIMONIAL","content/sigourneys-edit/edit/our-new-daily-routine-sigourneys-edit/our-new-daily-routine-sigourneys-edit.mdx","50","2020-04-07","Sigourney Cantelo","","vitamin D","I drink","0","Our New Daily Routine – Sigourney's Edit"
"REVIEW","body","TESTIMONIAL","content/sigourneys-edit/edit/prevage-2-0-review-sigourney-road-tests-the-antioxidant-all-in-one/prevage-2-0-review-sigourney-road-tests-the-antioxidant-all-in-one.mdx","71","2021-06-15","Sigourney Cantelo","","sunscreen","I took","0","Prevage 2.0 Review – Sigourney Road Tests the Antioxidant All-in-One."
"REVIEW","body","TESTIMONIAL","content/sigourneys-edit/edit/why-facial-oil-is-my-holy-grail/why-facial-oil-is-my-holy-grail.mdx","72","2020-10-21","Sigourney Cantelo","","sunscreen","I use","0","Why Facial Oil is My Holy Grail"
"REVIEW","body","TESTIMONIAL","content/sigourneys-edit/edit/winter-beauty-rituals/winter-beauty-rituals.mdx","127","2025-08-10","Sigourney Cantelo","","zinc","my go-to","0","Winter Beauty Rituals: Luxe Products for Glowing Skin in the Snow"
"REVIEW","body","TESTIMONIAL","content/sigourneys-edit/picks/the-best-baby-products-sigourneys-edit/the-best-baby-products-sigourneys-edit.mdx","108","2016-09-13","Sigourney Cantelo","","Sunscreen","My favourite","0","Mum's and Bubs Essentials – Sigourney’s Edit"
"REVIEW","body","TESTIMONIAL","content/vodcast/episodes/jess-sepel-on-ocd-healing-from-disordered-eating-grief-and-building-jshealth-wit/jess-sepel-on-ocd-healing-from-disordered-eating-grief-and-building-jshealth-wit.mdx","33","2025-05-14","Sigourney Cantelo","","supplement","I love","0","Jess Sepel on Ocd, Healing from Disordered Eating, Grief and Building Jshealth with Heart"
"REVIEW","body","TESTIMONIAL","content/vodcast/episodes/sacred-six-on-on-stress-sanity-and-sacred-rituals/sacred-six-on-on-stress-sanity-and-sacred-rituals.mdx","49","2026-06-17","Sigourney Cantelo","","infrared","I use","0","Sacred Six for Stress and Sanity"
"REVIEW","body","TESTIMONIAL","content/vodcast/episodes/sigourneys-sacred-six-for-ultimate-wellness/sigourneys-sacred-six-for-ultimate-wellness.mdx","59","2024-08-27","Sigourney Cantelo","","Supplement","The ones I trust","0","Sigourney's Sacred Six for Ultimate Wellness"
"REVIEW","body","TESTIMONIAL","content/vodcast/episodes/sigourneys-sacred-six-for-ultimate-wellness/sigourneys-sacred-six-for-ultimate-wellness.mdx","59","2024-08-27","Sigourney Cantelo","","Supplement","I have used","0","Sigourney's Sacred Six for Ultimate Wellness"
"REVIEW","body","TESTIMONIAL","content/vodcast/episodes/sigourneys-sacred-six-for-ultimate-wellness/sigourneys-sacred-six-for-ultimate-wellness.mdx","59","2024-08-27","Sigourney Cantelo","","Vitamin B","I take","0","Sigourney's Sacred Six for Ultimate Wellness"
"REVIEW","body","TESTIMONIAL","content/wellness/biohacking/are-at-home-led-masks-worth-the-cost/are-at-home-led-masks-worth-the-cost.mdx","44","2023-05-10","Sigourney Cantelo","","LED mask","I use","0","Are At-Home LED Masks Worth the Cost?"
"REVIEW","body","TESTIMONIAL","content/wellness/biohacking/are-at-home-led-masks-worth-the-cost/are-at-home-led-masks-worth-the-cost.mdx","52","2023-05-10","Sigourney Cantelo","","Light Therapy","I love","0","Are At-Home LED Masks Worth the Cost?"
"REVIEW","body","TESTIMONIAL","content/wellness/biohacking/red-light-therapy-infraredi-review/red-light-therapy-infraredi-review.mdx","54","2025-05-14","Sigourney Cantelo","","Infrared","my favourite","0","My Red Light Rituals: Serotonin, Skincare & a Slow Roast Glow Up"
"REVIEW","body","TESTIMONIAL","content/wellness/biohacking/wellness-tech-red-light-sauna-sleep-tracker-review/wellness-tech-red-light-sauna-sleep-tracker-review.mdx","74","2026-06-21","Camilla Thompson","","Infrared","I use","0","Which Wellness Gadgets Are Worth Your Money?"
"REVIEW","body","TESTIMONIAL","content/wellness/fitness/get-ready-with-rachael-finch/get-ready-with-rachael-finch.mdx","96","2017-06-07","Sigourney Cantelo","","protein powder","I drink","0","Get Ready with… Rachael Finch"
"REVIEW","body","TESTIMONIAL","content/wellness/fitness/get-ready-with-rachael-finch/get-ready-with-rachael-finch.mdx","100","2017-06-07","Sigourney Cantelo","","supplement","I take","0","Get Ready with… Rachael Finch"
"REVIEW","body","TESTIMONIAL","content/wellness/fitness/how-i-fit-exercise-in/how-i-fit-exercise-in.mdx","48","2018-10-18","Sigourney Cantelo","","Elixir","I love","0","How I Fit Exercise in – Sigourney’s Edit"
"REVIEW","body","TESTIMONIAL","content/wellness/fitness/why-i-swapped-my-whoop-for-an-ultrahuman-ring-and-what-its-taught-me-about-stress-sleep-and-bio-age-copy/why-i-swapped-my-whoop-for-an-ultrahuman-ring-and-what-its-taught-me-about-stress-sleep-and-bio-age-copy.mdx","73","2025-12-17","Sigourney Cantelo","","magnesium","I use","0","Why I Swapped My Whoop for an Ultrahuman Ring (and What It's Taught Me About Stress, Sleep, and Bio-Age)"
"REVIEW","body","TESTIMONIAL","content/wellness/health/f257idrsg86cqyawj8durejzgkzivw/f257idrsg86cqyawj8durejzgkzivw.mdx","37","2017-07-11","Catherine Barnes","","supplement","I started taking","0","6 Reasons You're Feeling Exhausted and How to Fix It"
"REVIEW","body","TESTIMONIAL","content/wellness/health/how-to-detox-in-winter-prodjuice-cleanse-review/how-to-detox-in-winter-prodjuice-cleanse-review.mdx","61","2016-07-27","Sigourney Cantelo","","Tonic","I pop","0","How to Detox in Winter: Prodjuice Cleanse Review"
"REVIEW","body","TESTIMONIAL","content/wellness/health/how-to-detox-in-winter-prodjuice-cleanse-review/how-to-detox-in-winter-prodjuice-cleanse-review.mdx","74","2016-07-27","Sigourney Cantelo","","Tonic","I drink","0","How to Detox in Winter: Prodjuice Cleanse Review"
"REVIEW","body","TESTIMONIAL","content/wellness/health/superfoods-bloggers-swear-by/superfoods-bloggers-swear-by.mdx","46","2017-07-11","Madeleine Boyd","","electrolyte","I love","0","Superfoods Bloggers Swear By"
"REVIEW","body","TESTIMONIAL","content/wellness/health/superfoods-bloggers-swear-by/superfoods-bloggers-swear-by.mdx","66","2017-07-11","Madeleine Boyd","","collagen","I add","0","Superfoods Bloggers Swear By"
"REVIEW","frontmatter","CONSIDERATION","content/wellness/biohacking/are-at-home-led-masks-worth-the-cost/are-at-home-led-masks-worth-the-cost.mdx","18","2023-05-10","Sigourney Cantelo","","LED Mask","discount code","1","Are At-Home LED Masks Worth the Cost?"
"REVIEW","frontmatter","CONSIDERATION","content/beauty-style/beauty-tips/the-la-effect-beverly-hills-style-lessons/the-la-effect-beverly-hills-style-lessons.mdx","43","2026-07-21","Kate Waterhouse","","collagen","affiliate","0","The LA Effect: What Beverly Hills Taught Our Style Editor About Dressing"
